,user_ID,song_name,song_ID,artists,danceability,energy,valence,acousticness,loudness,mode,speechiness,tempo,instrumentalness,meditation/relaxation music,rating
476,1284,Sophisticated Lady,3eG8AuxFhI2YP40lnUsaD4,['Duke Ellington'],0.311,0.221,0.196,0.976,-13.445,1,0.0388,74.553,0.507,True,6
477,1260,Solitude,75SSwgtBqy5V0BaXDFKDrH,['Duke Ellington'],0.285,0.139,0.161,0.959,-14.497,1,0.0347,80.681,0.917,True,3
478,1499,"Piano Sonata No. 3 in F-Sharp Minor, Op. 23: III. Andante",730GWX13IpfGVL2nHXACdt,"['Alexander Scriabin', 'Vladimir Horowitz']",0.373,0.00643,0.098,0.995,-29.431,1,0.0382,101.406,0.931,True,3
479,1082,Alone Together,0BEGcUB8xzHZa3BQfo6MSM,['Jackie Gleason'],0.182,0.271,0.0397,0.953,-12.889,0,0.0328,66.002,0.94,True,9
480,1104,Our Love Is Here To Stay,6KJkz3TXuUu095vFk7vLTK,['Jackie Gleason'],0.196,0.232,0.0914,0.929,-13.955,1,0.0352,109.243,0.54,True,5
481,1439,I Only Have Eyes For You,3CPPlnZmH69XASQfvFVoQW,['Jackie Gleason'],0.0983,0.24,0.0579,0.935,-12.601,1,0.0343,74.10300000000002,0.68,True,6
482,1057,My Funny Valentine,33haaDXqwsd7wOk75ov0NL,['Jackie Gleason'],0.179,0.281,0.087,0.922,-13.695,0,0.0347,109.413,0.8340000000000001,True,4
483,1369,Body And Soul,0E2vu6Cqz3x9ZrxvBMhTvW,['Jackie Gleason'],0.117,0.196,0.0747,0.945,-14.889,0,0.0368,92.175,0.857,True,2
484,1107,You Go To My Head,5ik210SniDcr9HKBAf1MD8,['Bud Powell'],0.387,0.247,0.556,0.989,-16.555999999999994,0,0.0445,59.273,0.921,True,5
485,1442,If I Had You,3Qyad2ujhIDWUofTrBIYvG,['Jackie Gleason'],0.104,0.245,0.129,0.958,-12.152,1,0.035,57.93899999999999,0.87,True,2
486,1443,But Not For Me,3Q6tCicwr3FyN8anWBKJES,['Jackie Gleason'],0.108,0.229,0.138,0.955,-13.773,0,0.032,79.50399999999998,0.942,True,6
487,1283,Love (Your Spell Is Everywhere),08W3qq2gJnlIECv1uDlWiW,['Jackie Gleason'],0.174,0.22,0.0984,0.927,-12.574000000000002,0,0.0339,59.993,0.889,True,7
488,1121,I Cover The Waterfront,2q4hu0krhXzUgSNg18eLeb,['Jackie Gleason'],0.214,0.241,0.154,0.949,-13.888,1,0.0334,88.954,0.841,True,2
489,1288,Some Day,1ro0XXf9FSaYKvRxUkPeqz,['Jackie Gleason'],0.133,0.208,0.148,0.931,-13.898,1,0.036,87.22200000000002,0.926,True,7
490,1425,When A Woman Loves A Man,20AazfQ9Iy6fJWx0pdQ3FR,['Jackie Gleason'],0.231,0.264,0.124,0.8540000000000001,-12.11,1,0.0338,69.752,0.7070000000000001,True,1
491,1228,"Concerto No. 10 in E-Flat Major for Two Pianos and Orchestra, K. 365: II. Andante",2Bo5Armh5v37ultpBv4oX2,"['Wolfgang Amadeus Mozart', 'Peter Serkin', 'Rudolf Serkin', 'Alexander Schneider']",0.321,0.0622,0.158,0.989,-26.949,1,0.0353,87.488,0.884,True,4
492,1450,Little Girl,4LI3LyGHh8mx87pEFC3bP7,['Jackie Gleason'],0.249,0.234,0.132,0.941,-13.213,0,0.0346,63.052,0.911,True,8
493,1301,(There Ought To Be) A Moonlight Savings Time,1NXGQY9h5S2D4LZ0Uy6mxQ,['Jackie Gleason'],0.106,0.282,0.116,0.855,-14.025,0,0.0426,53.923,0.7559999999999999,True,5
494,1058,"Rondo in A Minor for Piano, K. 511",6D21dtBZrSSVuI7jr1Ud6P,"['Wolfgang Amadeus Mozart', 'Rudolf Serkin']",0.39,0.0359,0.222,0.99,-27.417,0,0.0413,108.232,0.8909999999999999,True,1
495,1126,Don't Blame Me - Remastered,6qXYQfKA4lHYQbH6GxGAsS,['Nat King Cole'],0.366,0.094,0.252,0.957,-24.397,1,0.0415,68.44,0.901,True,6
496,1347,The Nearness Of You,3WesEfSzBJYLkVepDWMzZg,['Gerry Mulligan Quartet'],0.283,0.0854,0.257,0.984,-15.444,1,0.0357,74.937,0.895,True,3
497,1126,Non Dimenticar,0yLLm1xlkcms3pDhKCf8iv,['Percy Faith & His Orchestra'],0.156,0.34,0.124,0.929,-12.952,1,0.0317,81.86,0.939,True,6
498,1353,"Lento, ma non troppo",2U7uTKRpBsUMN5ptXeyN2j,"['Frédéric Chopin', 'Vladimir Horowitz']",0.245,0.104,0.112,0.99,-21.913,1,0.0377,77.566,0.867,True,7
499,1304,"Song Without Words in E Major, Op. 19, No. 1",32yJUYqJ2we2rypZbdprrl,"['Felix Mendelssohn', 'Glenn Gould']",0.242,0.092,0.371,0.994,-26.263,1,0.0339,100.652,0.907,True,2
500,1215,No. 7,6DWYiTubKw2kr3grLxAG58,"['Robert Schumann', 'Arthur Rubinstein']",0.394,0.0221,0.183,0.993,-28.439,0,0.0535,74.435,0.9,True,2
501,1195,"Waltz No. 1 in A-Flat Major, Op. 69 ""L'Adieu"" - Remastered",68HUHhrWESMGfDNOvqdpEy,"['Frédéric Chopin', 'Arthur Rubinstein']",0.281,0.0251,0.0792,0.995,-25.94400000000001,1,0.0435,70.578,0.911,True,2
502,1342,"Impromtu, Op. 90, D. 899, No. 3 in G-Flat",1pzV2Uem3e2jslehbM6ybv,"['Franz Schubert', 'Arthur Rubinstein']",0.14,0.00742,0.0973,0.993,-33.393,1,0.0335,66.281,0.925,True,9
503,1171,Autumn In New York,1fSdcUDXJwZZBpzaA3dGOv,['Charlie Parker'],0.296,0.346,0.239,0.6609999999999999,-10.241,1,0.0334,87.694,0.63,True,7
504,1412,"V. May, ""White Nights""",1Gm70ltm4YcUUnZ8ZQEX1P,"['Pyotr Ilyich Tchaikovsky', 'Yefim Bronfman']",0.38,0.0424,0.0667,0.991,-27.765,1,0.0378,106.427,0.8590000000000001,True,5
505,1401,"Nocturne in B Major, Op. 32, No. 1",2ZFuSEp0KHd2hMmQzXWOCH,"['Frédéric Chopin', 'Alicia de Larrocha']",0.288,0.0127,0.116,0.993,-30.61,1,0.0564,71.378,0.8859999999999999,True,1
506,1491,Cavalleria Rusticana: Intermezzo,2TssIiPXhNjzSMbXTC82L1,"['Pietro Mascagni', 'Renato Cellini']",0.0834,0.163,0.0394,0.746,-16.379,1,0.039,75.27600000000002,0.925,True,9
507,1128,Ebb Tide,1qpGLDH9mub18lc9uRI88C,['James Piano Bar'],0.256,0.162,0.12,0.967,-18.732,1,0.051,77.515,0.953,True,9
508,1272,"Symphony No. 28 in C Major, K. 200: II. Andante",6VomLhMW8LMi6XJlb0BJ96,"['Wolfgang Amadeus Mozart', 'Bruno Walter', 'Columbia Symphony Orchestra']",0.0842,0.0528,0.0788,0.949,-25.774,1,0.0445,61.757,0.762,True,5
509,1182,"Symphony No. 29 in A Major, K. 201: II. Andante",6kbFSRtkgpcWsziT1GJY1d,"['Wolfgang Amadeus Mozart', 'Bruno Walter', 'Columbia Symphony Orchestra']",0.0864,0.0391,0.075,0.984,-31.031,1,0.0408,63.838,0.958,True,9
510,1356,Chopin Fantasia - Instrumental,3L26bAJJUaWJ4pJagZp4NN,"['Gordon Robinson', 'Paul Weston', 'Paul Weston And His Orchestra', 'Liberace']",0.264,0.328,0.216,0.977,-12.186,1,0.0311,89.648,0.927,True,3
511,1216,The Rain In Spain,6He62GVOTp0oWye7sk8V4W,['Percy Faith & His Orchestra'],0.384,0.307,0.444,0.845,-14.132,1,0.0341,119.553,0.85,True,7
512,1085,My Old Flame,5OvvgLxPDCrQ3AZbczEPmt,['Gerry Mulligan Quartet'],0.387,0.0876,0.301,0.984,-16.828,1,0.0379,58.018,0.5529999999999999,True,3
513,1096,Love Story: A Cornish Rhapsody (Arr. G. Robinson for Piano and Orchestra) - Instrumental,1zxH9O63qrQEfaDy0Yh14f,"['H. Bath', 'Hubert Bath', 'Paul Weston', 'Liberace', 'Paul Weston And His Orchestra']",0.321,0.386,0.0594,0.957,-12.202,1,0.036,121.475,0.921,True,6
514,1072,Every Time We Say Goodbye,3sa8jk6apLxogCctQzzXmr,['Oscar Peterson'],0.378,0.113,0.129,0.987,-19.274,1,0.0377,72.904,0.934,True,9
515,1457,Te Voglio Bene Tanto Tanto,5qwivKf3E4WOOBQsaPUYlr,['Renato Rascel'],0.316,0.308,0.351,0.989,-13.678,1,0.0429,115.615,0.662,True,2
516,1320,The Man I Love,42VmFSxezTqx0eOuHpThyW,"['Oscar Peterson', 'Buddy DeFranco']",0.353,0.131,0.465,0.981,-20.05,1,0.0375,74.836,0.884,True,6
517,1168,"Suite espanola No. 1, Op. 47: No. 5. Asturias (arr. A. Segovia)",4ua1Fg2a5N4N5Hj1BWR6nj,"['Andrés Segovia', 'Isaac Albéniz']",0.333,0.252,0.344,0.775,-21.89,1,0.047,114.505,0.725,True,4
518,1217,The Holly and the Ivy / Here We Go A-Caroling - 1959 Version,34nlgEwkt88uv7SvtX5tf9,['Percy Faith & His Orchestra'],0.292,0.244,0.304,0.887,-10.536,1,0.0325,104.591,0.541,True,5
519,1199,Once In A While,78N4D2m9rt9sYmniEr6RIm,['Jackie Gleason'],0.145,0.25,0.163,0.92,-12.34,1,0.0367,64.837,0.795,True,2
520,1288,It Ain't Necessarily So,03XGcqAzeSw8T4KU2IjS5g,"['Oscar Peterson', 'Buddy DeFranco']",0.315,0.156,0.0946,0.934,-15.693,0,0.0319,109.749,0.623,True,6
521,1319,Contraste,2iAMn5yPccu5uRRo7xuK5i,['Dizzy Gillespie'],0.263,0.334,0.276,0.6509999999999999,-11.753,0,0.0342,97.32,0.648,True,9
522,1048,I'll Be Seeing You,4XgD4540V5Cxh4dltDOe5V,['Jackie Gleason'],0.264,0.196,0.0663,0.935,-13.056,1,0.0329,65.681,0.911,True,5
523,1421,These Foolish Things,5dfzzyZbphLApGUzXY4EQ5,"['Clifford Brown', 'Max Roach']",0.36,0.107,0.237,0.858,-25.991,0,0.0491,61.14100000000001,0.8390000000000001,True,4
524,1145,The Nearness Of You,1KJ5NYCJQWvLl9iurQpKvz,['Jackie Gleason'],0.208,0.191,0.102,0.97,-13.675,1,0.0373,67.061,0.903,True,6
525,1006,I Got It Bad (And That Ain't Good),33uM31CONjePsarxsHbFEl,['Jackie Gleason'],0.151,0.1639999999999999,0.0741,0.957,-13.455,1,0.0328,84.87200000000001,0.8490000000000001,True,7
526,1102,Unforgettable,44TsypmU78QhrznBxd7k0n,['Jackie Gleason'],0.236,0.247,0.0641,0.969,-11.727,1,0.0349,61.404,0.945,True,1
527,1164,I Can't Get Started,0kAmEopa5Ib9yH4byDkdPH,['Jackie Gleason'],0.18,0.193,0.16,0.948,-12.786,1,0.0355,82.413,0.861,True,9
528,1021,Shangri-La,4ZJekcgT2m6UmlvMuJJuhe,['Jackie Gleason'],0.103,0.183,0.111,0.932,-13.58,1,0.0396,63.489,0.835,True,5
529,1025,I Remember You,76K1ali0IpIkaBu9lVpr50,['Jackie Gleason'],0.206,0.18,0.0743,0.898,-13.483,1,0.0338,80.346,0.899,True,4
530,1398,She Was Too Good to Me,57ZSKA1UVoKIXy8VSHKPpt,['Chet Baker'],0.242,0.0958,0.0735,0.941,-19.121,1,0.0303,77.398,0.55,True,3
531,1410,O Holy Night - 1959 Version,7KOZLQFIFeR9sfDqoo00Dr,['Percy Faith & His Orchestra'],0.0926,0.315,0.0587,0.762,-9.901,1,0.0347,79.232,0.905,True,1
532,1251,I Cover The Waterfront,0gC8LZoALQscijydXkXjZL,['Cannonball Adderley'],0.358,0.186,0.361,0.949,-11.696,0,0.0305,80.032,0.6809999999999999,True,1
533,1177,"April In Paris - Original Edited Concert - Live at Sunset School, Carmel-by-the-Sea, CA, September 1955",1aIcPHRxqEgQWS7diagkF5,['Erroll Garner'],0.377,0.185,0.0387,0.98,-21.808000000000003,1,0.0334,101.696,0.92,True,2
534,1159,The Star-Crossed Lovers (aka Pretty Girl),7fZbgJGvU0fCpli7OORs1e,['Duke Ellington'],0.273,0.0578,0.0625,0.955,-17.078,1,0.0333,103.554,0.809,True,2
535,1143,"Goldberg Variations, BWV 988: Aria",61CTXQ09mPLPmzdgEdeStO,"['Johann Sebastian Bach', 'Glenn Gould']",0.315,0.0814,0.366,0.994,-25.212,1,0.0385,104.98,0.92,True,9
536,1440,Never Never Land,3g933gPOH9Hd5NsOkgxOyy,['Vince Guaraldi Trio'],0.337,0.0808,0.0804,0.992,-22.219,0,0.0454,81.398,0.892,True,9
537,1479,"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": II. Adagio un poco mosso",75w6tkmyGfzuhK5caXRXdK,"['Ludwig van Beethoven', 'Glenn Gould', 'Leopold Stokowski', 'American Symphony Orchestra']",0.244,0.0498,0.0636,0.972,-27.19,1,0.0356,60.907,0.94,True,5
538,1175,I Remember Clifford - Rudy Van Gelder Edition; 2007 Digital Remaster,6KawDsALZTY6FA8CE1NLZK,['Lee Morgan'],0.376,0.278,0.199,0.912,-8.597000000000001,0,0.0416,62.055,0.8859999999999999,True,1
539,1057,Abide With Me,3jyf6lnLOgJERToaoUgXHs,['Thelonious Monk Septet'],0.331,0.00136,0.601,0.948,-21.291,1,0.0612,78.829,0.903,True,1
540,1094,"Générique - BOF ""Ascenseur pour l'échafaud""",3I1LsXYKMeWbdgJgADH8yY,['Miles Davis'],0.391,0.114,0.139,0.974,-11.505999999999998,0,0.0329,70.197,0.949,True,2
541,1353,Polovetsian Dances from Prince Igor: Introduzione,1KeJxSvW6pLU1ieRfQOMca,"['Alexander Borodin', 'George Szell', 'Cleveland Orchestra']",0.157,0.0553,0.0421,0.984,-23.391,1,0.0381,83.29899999999998,0.8,True,2
542,1087,Tammy,5fxLx196mnCIbi2OV6IplK,['Roger Williams'],0.386,0.0491,0.104,0.972,-17.475,1,0.0324,67.968,0.851,True,6
543,1003,"Piano Sonata No. 8 in A Minor, K. 310: II. Andante cantabile con espressione",6mdMPlvsPL7q899LvFpOj8,"['Wolfgang Amadeus Mozart', 'Glenn Gould']",0.254,0.0596,0.197,0.975,-28.84,1,0.0422,77.328,0.93,True,7
544,1436,Spirituals for Orchestra: II. Sermon,1pvdhULiFFPXxLL3bGHaq7,"['Morton Gould', 'London Symphony Orchestra, Walter Susskind', 'Walter Susskind', 'London Symphony Orchestra']",0.148,0.0169,0.0338,0.964,-31.437,0,0.0427,93.1,0.8,True,5
545,1408,"Love Theme from ""Romeo And Juliet""",0oFkaYVT0tVb9v5sOaMvJv,['Henry Mancini'],0.35,0.186,0.155,0.985,-12.033,0,0.0314,75.043,0.79,True,9
546,1261,Rhapsody in Blue,7oB0QBEnGRIJjvlDc8YnM6,"['George Gershwin', 'Columbia Symphony Orchestra', 'Leonard Bernstein']",0.305,0.184,0.0771,0.969,-18.342,1,0.0409,70.813,0.7809999999999999,True,6
547,1420,September Song,1TfIsrGihoAPizZRe5ITmT,['Chet Baker'],0.353,0.00607,0.111,0.954,-26.777,1,0.0396,114.834,0.9,True,4
548,1175,My Funny Valentine,3AeIbfjydFf46N27feEFri,['Gerry Mulligan'],0.329,0.0317,0.267,0.972,-21.514,0,0.0441,75.844,0.939,True,1
549,1304,An American in Paris,7tMaOTu32tb7G2Ieb9ULY8,"['George Gershwin', 'Columbia Symphony Orchestra', 'Leonard Bernstein', 'New York Philharmonic']",0.183,0.232,0.114,0.93,-18.721,1,0.0454,84.26299999999998,0.862,True,5
550,1365,"The Song from ""Moulin Rose""",7LYWKcTOMbDei8rJNjQGxS,['The Percy Faith Strings'],0.21,0.305,0.0753,0.948,-14.203,1,0.036,66.309,0.862,True,9
551,1384,O Little Town Of Bethlehem,22VTYF19THXJrqlzMx2rMh,['Roger Williams'],0.302,0.0716,0.0814,0.981,-19.476,1,0.0345,117.193,0.895,True,5
552,1421,Appalachian Spring: VII. Doppio movimento,6vS8JCT9WqTFeAuu8smjRF,"['Aaron Copland', 'Leonard Bernstein', 'New York Philharmonic']",0.186,0.124,0.248,0.978,-15.271,1,0.0434,77.903,0.865,True,4
553,1477,Fanfare for the Common Man,0e6c45OSjdtl0Jew8dngDQ,"['Aaron Copland', 'London Symphony Orchestra']",0.141,0.185,0.0379,0.982,-15.699000000000002,1,0.0481,54.869,0.948,True,3
554,1169,Concierto de Aranjuez: Adagio,5snEgy8RMnkJZqfwqD6svi,['Miles Davis'],0.257,0.0851,0.0392,0.935,-22.028,1,0.0399,107.62,0.5820000000000001,True,9
555,1376,"Orpheo ed Euridice, Wq. 30, Act II: Dance of the Blessed Spirits",4qg7uptMkSHq8uatbgcP37,"['Christoph Willibald Gluck', 'Eugene Ormandy', 'Philadelphia Orchestra']",0.236,0.0965,0.0736,0.966,-25.503,0,0.0524,66.73,0.976,True,3
556,1313,Carol Of The Bells,04LSsgpA13IAwKF61MBKye,"['Mykola Dmytrovych Leontovych', 'Leonard Bernstein', 'New York Philharmonic']",0.3,0.235,0.284,0.955,-15.265,1,0.0412,69.273,0.8,True,2
557,1498,"Carnival of the Animals, R. 125: The Swan",0DxTEuqiERU7W4Cfy6IeLa,"['Camille Saint-Saëns', 'Philippe Entremont', 'Gaby Casadesus', 'Yo-Yo Ma']",0.211,0.0075599999999999,0.0391,0.994,-33.123000000000005,1,0.0455,118.247,0.89,True,3
558,1052,Serenade,6BdrHOEmokkSxTyxCojD6r,"['Franz Schubert', 'Eugene Ormandy', 'Philadelphia Orchestra']",0.105,0.0355,0.039,0.948,-25.317,1,0.0393,91.169,0.965,True,9
559,1416,Porgy (I Loves You Porgy) - Outtake,3NmLBig4t7RZWbLT3U2eBb,['Bill Evans Trio'],0.389,0.145,0.15,0.92,-22.965,1,0.0301,99.541,0.8759999999999999,True,7
560,1458,Night on Bald Mountain,5FMmhANpoVzm6nXfnZKnXE,"['Modest Mussorgsky', 'Eugene Ormandy', 'Philadelphia Orchestra']",0.239,0.212,0.0435,0.8270000000000001,-19.998,1,0.0514,81.475,0.748,True,2
561,1347,Fascination,6rgswTxsKoO4zRlL1C5fDF,['Percy Faith & His Orchestra'],0.11,0.226,0.117,0.7290000000000001,-13.98,1,0.0339,91.672,0.897,True,4
562,1328,"Carnival of the Animals, R. 125: Aquarium",0Ey7pzfnHQG3frp7dSOnLO,"['Camille Saint-Saëns', 'Philippe Entremont', 'Gaby Casadesus', 'Yo-Yo Ma']",0.277,0.0394,0.128,0.98,-31.355,0,0.0386,80.509,0.98,True,4
563,1389,Tara's Theme,5jMmEBpLBIUmnarGEiRi62,['Percy Faith & His Orchestra'],0.15,0.176,0.134,0.762,-18.078,1,0.0349,100.686,0.8909999999999999,True,7
564,1477,I Wish I Knew,1DDaR396iGhz2tqKqJrvoE,['Wes Montgomery'],0.377,0.0442,0.237,0.937,-30.849,1,0.0423,111.705,0.898,True,4
565,1222,Wonderland By Night (Wunderland bei Nacht),4nNxxn7Rxg1Qih719RYWF0,['Bert Kaempfert'],0.368,0.27,0.232,0.905,-8.344,1,0.0272,70.391,0.863,True,8
566,1442,"Kinderszenen, Op. 15: No. 1, Von fremden Ländern und Menschen",4vi9pBR7yJhBzGaNu0k1gj,"['Robert Schumann', 'Vladimir Horowitz']",0.374,0.00526,0.386,0.996,-35.546,1,0.0533,69.813,0.912,True,9
567,1169,"June. Barcarolle The Seasons, Op. 37b (1875-6)",3CXvekTGvlUimWpLUCJsVi,"['Pyotr Ilyich Tchaikovsky', 'Yefim Bronfman']",0.336,0.0709,0.176,0.992,-25.69,0,0.0494,85.79299999999998,0.858,True,5
568,1234,Darn That Dream,1qTNMWo0Al8AfAX6aPGo6k,"['Bill Evans', 'Jim Hall']",0.369,0.0151,0.126,0.994,-29.499,1,0.0458,78.867,0.93,True,1
569,1483,"Homesickness, Pt. 2",185EiYT58r61hdnHxjKVzT,['Tsegue-Maryam Guebrou'],0.347,0.102,0.126,0.995,-17.94,1,0.0437,66.982,0.858,True,4
570,1043,Like Someone In Love,5O4qjToldZVIOHF8U3O2bD,['Bill Evans'],0.389,0.0288,0.0489,0.994,-26.056,0,0.0603,80.181,0.923,True,4
571,1063,"Adagio for Strings, Op. 11",7nHvS6UUhz2gJhj8TIROLX,"['Samuel Barber', 'Leonard Bernstein', 'New York Philharmonic']",0.0876,0.0865,0.0298,0.912,-20.431,0,0.0457,86.43700000000004,0.8959999999999999,True,9
572,1055,"Sonata in A Minor, K 59 (L 241)",1UEDMKbWoJqaD91bRC8iZx,"['Domenico Scarlatti', 'Vladimir Horowitz']",0.31,0.156,0.378,0.994,-22.46,0,0.0411,87.92200000000004,0.879,True,2
573,1445,What Child Is This,0LP2DlqqEH5Lo0ujWdHkUD,['Vince Guaraldi Trio'],0.327,0.299,0.465,0.927,-13.765,0,0.0294,85.241,0.952,True,3
574,1362,Ladyfingers,7ubd6wvhN4TKMwQUy6hR69,['Herb Alpert & The Tijuana Brass'],0.347,0.299,0.556,0.979,-14.462,1,0.0401,86.15,0.93,True,5
575,1107,Overture / Preludium (Dixit Dominus),7lnciK5d2B345UKCO9d9YG,"['Irwin Kostal', 'Annalee', 'Portia Nelson', 'Marni Nixon', 'Evadne Baker']",0.326,0.202,0.154,0.8440000000000001,-14.772,1,0.0323,67.758,0.867,True,2
576,1092,Embryonic Journey,2zbGXr2XCcRR40R7ymEENc,['Jefferson Airplane'],0.293,0.354,0.487,0.804,-14.026,1,0.0282,107.634,0.919,True,3
577,1367,Love Is Blue,1X3QZcv5bSyuibFazrif9u,['Marty Robbins'],0.31,0.205,0.241,0.73,-13.525,1,0.0301,93.529,0.82,True,7
578,1238,Amore mio aiutami - Main Theme,29KwH2LEjfWEtiC2jCrLVw,['Piero Piccioni'],0.109,0.242,0.0592,0.963,-15.267,1,0.0333,88.98899999999998,0.799,True,1
579,1314,"Suite bergamasque, L. 75: Clair de lune",3aOT5GxCXzMTJU6UPrip6T,"['Claude Debussy', 'Alexis Weissenberg']",0.339,0.00597,0.0353,0.994,-27.888,0,0.0509,102.801,0.926,True,5
580,1055,Planet Caravan - 2012 - Remaster,2VDg6h3Qr3F8UuFVInQxE6,['Black Sabbath'],0.368,0.0595,0.338,0.941,-28.603,1,0.036,90.127,0.889,True,9
581,1288,Solitude - 2014 Remaster,0wjptUxT1jhKZ3Xm4lX8OF,['Black Sabbath'],0.343,0.0213,0.54,0.8290000000000001,-28.714,0,0.0386,111.372,0.684,True,4
582,1441,Us and Them,1TKTiKp3zbNgrBH2IwSwIx,['Pink Floyd'],0.356,0.302,0.126,0.863,-14.528,1,0.0346,72.623,0.546,True,7
583,1211,The Great Gig in the Sky,2TjdnqlpwOjhijHCwHCP2d,['Pink Floyd'],0.275,0.216,0.181,0.768,-13.818,1,0.0345,116.388,0.897,True,1
584,1094,"Prokofiev: Romeo and Juliet, Op. 64, Act 1: No. 13, Dance of the Knights (Complete Ballet)",7HSs4srn1qnZhh7WRWBVOk,"['Sergei Prokofiev', 'André Previn', 'London Symphony Orchestra']",0.209,0.101,0.153,0.927,-19.383,1,0.0403,85.851,0.9,True,2
585,1383,All By Myself,0AQqrtK1pULuwZUXhwaaDz,['Eric Carmen'],0.376,0.373,0.111,0.8270000000000001,-9.184,0,0.0305,116.074,0.8320000000000001,True,6
586,1008,ザ・ワード II,3OCxOUUH3FUf8xk0RuWADJ,['セキトオ・シゲオ'],0.295,0.176,0.147,0.8490000000000001,-13.949000000000002,0,0.0397,120.47,0.659,True,4
587,1090,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scène (Moderato)",2xizRhme7pYeITbH1NLLGt,"['Pyotr Ilyich Tchaikovsky', 'André Previn', 'London Symphony Orchestra']",0.109,0.1669999999999999,0.0692,0.91,-18.669,0,0.0382,86.554,0.92,True,1
588,1133,The Single Petal Of A Rose - The Queen's Suite,1PoaSCeoBUCPg25k7XTvNN,['Duke Ellington'],0.331,0.0294,0.0475,0.991,-22.342,0,0.0445,85.67399999999998,0.883,True,3
589,1066,"Cello Concerto No. 1 in C Major, Hob. VIIb:1: II. Adagio",3cc1BpGtocKOEnROApTv8M,"['Franz Joseph Haydn', 'Yo-Yo Ma', 'José-Luis Garcia', 'English Chamber Orchestra']",0.0859,0.0653,0.068,0.972,-24.541,1,0.0572,61.538,0.889,True,8
590,1313,"An der schönen blauen Donau, Op.314",4J0e4gEqaLQlG5EM0wws1K,"['Johann Strauss II', 'Berliner Philharmoniker', 'Herbert von Karajan']",0.233,0.0252,0.0936,0.975,-24.824,1,0.0346,94.736,0.601,True,6
591,1169,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",61dYvvfIRtIDFuqZypPAta,"['Johann Sebastian Bach', 'Yo-Yo Ma']",0.257,0.109,0.307,0.9,-21.356,1,0.0597,75.02,0.867,True,6
592,1077,An Ending (Ascent) - Remastered 2005,1vgSaC0BPlL6LEm4Xsx59J,['Brian Eno'],0.257,0.0906,0.0451,0.932,-25.381,1,0.07,67.46,0.985,True,4
593,1106,"Water Music Suite No. 1 In F, HWV 348: 2. Adagio e staccato",7yCiB5SKKm9guqoonT9kVI,"['George Frideric Handel', 'The English Concert', 'Trevor Pinnock']",0.201,0.036,0.0842,0.95,-24.204,0,0.0445,106.02,0.8909999999999999,True,2
594,1296,So Tender,0Dt1B5dNfajRczQKZA87aL,"['Keith Jarrett', 'Gary Peacock', 'Jack DeJohnette']",0.373,0.302,0.35,0.818,-20.358,0,0.0376,86.925,0.835,True,9
595,1375,"Suite No.3 In D, BWV 1068: 2. Air",7h6GoPvGHC9uzZJ8bNvfIq,"['Johann Sebastian Bach', 'David Bell', 'Berliner Philharmoniker', 'Herbert von Karajan']",0.0753,0.07,0.0625,0.918,-27.272,1,0.044,79.801,0.947,True,4
596,1494,Ancestral Home,4tje4fnMPax750yTZ56wWp,['R. Carlos Nakai'],0.184,0.0178,0.189,0.995,-30.491,1,0.0471,72.148,0.747,True,9
597,1363,Orfeo Ed Euridice: Dance Of The Blessed Spirits (Act 2),6GDuB7BvASYD9JePYvOEX1,"['Christoph Willibald Gluck', 'Karlheinz Zoeller', 'Berliner Philharmoniker', 'Herbert von Karajan']",0.203,0.0641,0.0978,0.972,-27.51,1,0.0529,73.105,0.94,True,9
598,1189,Song For the Morning Star,3EHPjIZ7U2i7rU7vfLRLgi,['R. Carlos Nakai'],0.318,0.00819,0.151,0.996,-32.489000000000004,0,0.0485,76.402,0.929,True,2
599,1343,"Klarinettenkonzert A-Dur, K. 622: 2. Adagio (Jenseits von Afrika): II. Adagio",4a2qoYY6xINDXtUOBFbJ6d,"['Wolfgang Amadeus Mozart', 'David Shifrin', 'Mostly Mozart Orchestra', 'Gerard Schwarz']",0.122,0.0182,0.0473,0.967,-27.89,1,0.0383,77.59,0.8340000000000001,True,1
600,1302,"Pachelbel: Canon and Gigue in D Major, P. 37: I. Canon",1Mse9NKBbEASi50CQ4aYhr,"['Johann Pachelbel', 'Sir Neville Marriner', 'Academy of St. Martin in the Fields']",0.128,0.132,0.0988,0.7440000000000001,-17.67,1,0.0353,85.314,0.942,True,7
601,1229,One Man's Dream,53Lfqp8F0KCInwcFjabMJB,['Yanni'],0.363,0.115,0.188,0.984,-20.386,0,0.0352,122.598,0.975,True,6
602,1023,Olancha Farewell,4KyJQKAFvEH4F52qSMuwIF,['Harold Budd'],0.196,0.00687,0.053,0.992,-34.255,1,0.0442,72.125,0.917,True,5
603,1229,"Fauré: Pavane in F-Sharp Minor, Op. 50",7yYONuFhNa72Bf5WFx8hSW,"['Gabriel Fauré', 'Sir Neville Marriner', 'Academy of St. Martin in the Fields']",0.0982,0.0575,0.0392,0.984,-24.448,0,0.0454,70.041,0.904,True,1
604,1362,Gabriel's Oboe,6opPrJUpq4Pl5c84eCwLmo,['Ennio Morricone'],0.233,0.195,0.0675,0.96,-17.202,1,0.0461,61.21100000000001,0.914,True,7
